"SelectionCritera","vendorId","vendorName","purchaseOrder","1099","checkNumber","accountingUnitId","description","salesTax","amount","invoice","pf","date","control"
"transact.yr='18' and transact.period='5'","20293   ","DOWNS & DOWNS TNG LLC ","0           ","M"," V507185 ","1108020501009999-209-2335","                      ","       0.00","       315.50","SFT 0565"," ","11/15/17","APAM1115"
"transact.yr='18' and transact.period='5'","20293   ","DOWNS & DOWNS TNG LLC ","0           ","M"," V507185 ","1108020501009999-209-2335","                      ","       0.00","       262.00","SFT 0566"," ","11/15/17","APPG1115"
"transact.yr='18' and transact.period='5'","20293   ","DOWNS & DOWNS TNG LLC ","0           ","M"," V507185 ","1108020501009999-209-2335","                      ","       0.00","       194.00","SFT 0567"," ","11/15/17","APAM1115"
"transact.yr='18' and transact.period='5'","20293   ","DOWNS & DOWNS TNG LLC ","0           ","M"," V507185 ","1108020999991270-209-2321","                      ","       0.00","       277.97","WL102517"," ","11/15/17","APMJ1109"
"transact.yr='18' and transact.period='5'","20293   ","DOWNS & DOWNS TNG LLC ","0           ","M"," V507309 ","1108020999991270-499-9000","11/15/17 SAFETY MTG   ","       0.00","       202.83","2018SAFE"," ","11/30/17","APA11302"
"transact.yr='18' and transact.period='5'","20293   ","DOWNS & DOWNS TNG LLC ","0           ","M"," V507309 ","1108020501009999-209-2305","                      ","       0.00","       315.45","CA110117"," ","11/30/17","APMJ1127"
"transact.yr='18' and transact.period='5'","20293   ","DOWNS & DOWNS TNG LLC ","0           ","M"," V507309 ","1108020501009999-209-2305","                      ","       0.00","       308.33","CA110117"," ","11/30/17","APMJ1127"
"transact.yr='18' and transact.period='5'","20293   ","DOWNS & DOWNS TNG LLC ","0           ","M"," V507309 ","1108020999991270-209-2347","                      ","       0.00","       275.83","CH103117"," ","11/30/17","APMJ1127"
"transact.yr='18' and transact.period='5'","20293   ","DOWNS & DOWNS TNG LLC ","0           ","M"," V507309 ","1108020999991270-209-2347","                      ","       0.00","       138.94","CH110117"," ","11/30/17","APMJ1127"
"transact.yr='18' and transact.period='5'","20293   ","DOWNS & DOWNS TNG LLC ","182063      ","M"," V507309 ","1108020999991270-209-2000","FY 2018 CONTRACTOR ENC","       0.00","     22739.00","CONT1130","P","11/30/17","APA11303"
"transact.yr='18' and transact.period='5'","20293   ","DOWNS & DOWNS TNG LLC ","182063      ","M"," V507309 ","1108020999991270-209-2200","FY 2018 CONTRACTOR ENC","       0.00","      4319.61","CONT1130","P","11/30/17","APA11303"
"transact.yr='18' and transact.period='5'","20293   ","DOWNS & DOWNS TNG LLC ","0           ","M"," V507309 ","1108020999991270-209-2344","                      ","       0.00","       110.98","FR102717"," ","11/30/17","APMJ1127"
"transact.yr='18' and transact.period='5'","20293   ","DOWNS & DOWNS TNG LLC ","0           ","M"," V507309 ","1108020999991270-209-2344","                      ","       0.00","       110.98","FR103017"," ","11/30/17","APMJ1127"
"transact.yr='18' and transact.period='5'","20293   ","DOWNS & DOWNS TNG LLC ","0           ","M"," V507309 ","1108020999991270-209-2344","                      ","       0.00","       110.98","FR103117"," ","11/30/17","APMJ1127"
"transact.yr='18' and transact.period='5'","92126   ","DREAMBOX LEARNING     ","183217      ","N"," 79618   ","1108020604001305-209-1000","ENCUMBRANCE TO PAY INV","       0.00","      1150.00","DB101632","F","11/09/17","APAM1031"
"transact.yr='18' and transact.period='5'","101098  ","SUSAN DUDELY(USE V#100","0           ","N"," 79826   ","1108020604001305-408-0100","                      ","       0.00","       290.51","1001-103"," ","11/16/17","APPG1013"
"transact.yr='18' and transact.period='5'","100774  ","SUSAN DUDLEY          ","0           ","N"," 79827   ","1108021299999999-414-4500","                      ","       0.00","        80.00","102017  "," ","11/16/17","APPG1108"
"transact.yr='18' and transact.period='5'","20654   ","DUNKIRK SUPPLY (USE 10","180598      ","N"," V507296 ","1108021199991280-329-7400","BLANKET PURCHASE ORDER","       0.00","        43.82","211374/1","P","11/30/17","APAM1121"
"transact.yr='18' and transact.period='5'","20654   ","DUNKIRK SUPPLY (USE 10","180598      ","N"," V507296 ","1108021199991280-329-7400","BLANKET PURCHASE ORDER","       0.00","        36.43","211375/1","P","11/30/17","APAM1121"
"transact.yr='18' and transact.period='5'","101365  ","BRENDA LUCIA DURNER   ","183716      ","M"," 80031   ","1108020501009999-209-0460","SPANISH INTERPRETING F","       0.00","        25.00","091417  ","F","11/22/17","APAM1120"
"transact.yr='18' and transact.period='5'","10812   ","WENIQUE EBERLY        ","0           ","N"," 80007   ","1211520509007000-499-2300","                      ","       0.00","       267.34","1022-102"," ","11/22/17","APAM1115"
"transact.yr='18' and transact.period='5'","92776   ","LAVONYA D ECHOLS      ","0           ","N"," V507210 ","1208020501007030-408-0100","                      ","       0.00","       427.21","1002-103"," ","11/16/17","APAM1113"
"transact.yr='18' and transact.period='5'","92776   ","LAVONYA D ECHOLS      ","0           ","N"," V507261 ","1208020509007031-499-2300","                      ","       0.00","        96.02","1023-102"," ","11/22/17","APAM1115"
"transact.yr='18' and transact.period='5'","90925   ","ECONOMY GLASS OF CALVE","180541      ","N"," 79828   ","1108021199991280-329-7500","BLANKET PURCHASE ORDER","       0.00","        70.00","19223   ","P","11/16/17","APA11082"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","181373      ","N","         ","1121520401009999-329-2200","ITEM LEP901121LE","","","        ","F","        ","MT111417"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","181373      ","N","         ","1121520401009999-329-2200","ITEM GALPSPCOL","","","        ","F","        ","MT111417"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","181373      ","N","         ","1121520401009999-329-2200","ITEM NS-3079","","","        ","F","        ","MT111417"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","181373      ","N","         ","1121520401009999-329-2200","ITEM KOP11692","","","        ","F","        ","MT111417"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","181373      ","N","         ","1121520401009999-329-2200","ITEM LERO611","","","        ","F","        ","MT111417"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","181373      ","N","         ","1121520401009999-329-2200","ITEM LER3806","","","        ","F","        ","MT111417"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","181373      ","N","         ","1121520401009999-329-2200","ITEM LER3807","","","        ","F","        ","MT111417"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","181373      ","N","         ","1121520401009999-329-2200","ITEM T-77903","","","        ","F","        ","MT111417"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182490      ","N","         ","1208021499995050-329-9900","CN-36006 SQUARE UP    ","       0.00","         0.00","00114984","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182490      ","N","         ","1208021499995050-329-9900","CN-48145 LINE UP      ","       0.00","         0.00","00114984","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182490      ","N","         ","1208021499995050-329-9900","CN13746070 MOTORBLOZ-R","       0.00","         0.00","00114984","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182490      ","N","         ","1208021499995050-329-9900","CN-44203 PERPLEXUS ORI","       0.00","         0.00","00114984","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N","         ","1208021499995050-329-9900","CSSET COLORATIONS COLO","       0.00","         0.00","00114987","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N","         ","1208021499995050-329-9900","EYE2EYE SELF-ADHESIVE ","       0.00","         0.00","00114987","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N","         ","1208021499995050-329-9900","WINK WIGGLY EYES ASSTD","       0.00","         0.00","00114987","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N","         ","1208021499995050-329-9900","FFOAMS FANTASTIC FOAM ","       0.00","         0.00","00114987","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N","         ","1208021499995050-329-9900","FMSEASON SEASON FOAM S","       0.00","         0.00","00114987","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N","         ","1208021499995050-329-9900","STCKYGEM SPARKLY SELF ","       0.00","         0.00","00114987","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N","         ","1208021499995050-329-9900","GEMS PEEL AND STICK GE","       0.00","         0.00","00114987","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N","         ","1208021499995050-329-9900","CLRFMSET SINGLE COLOR ","       0.00","         0.00","00114987","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N","         ","1208021499995050-329-9900","PUTTYKIT BIOCOLOR KIT ","       0.00","         0.00","00114987","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N","         ","1208021499995050-329-9900","BIO BIOCOLOR WHITE    ","       0.00","         0.00","00114987","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N","         ","1208021499995050-329-9900","BIO BIOCOLOR BLUE     ","       0.00","         0.00","00114987","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N","         ","1208021499995050-329-9900","DIXIE 9"" WHITE PAPER P","       0.00","         0.00","00114987","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N","         ","1208021499995050-329-9900","MOSQ MOSIAC CARDSTOCK ","       0.00","         0.00","00114987","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N","         ","1208021499995050-329-9900","EVAFK NO GLUE FUN FOAM","       0.00","         0.00","00114987","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N","         ","1208021499995050-329-9900","WDFRM WOODEN STANDING ","       0.00","         0.00","00114987","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N","         ","1208021499995050-329-9900","PODGE MOD POGE        ","       0.00","         0.00","00114987","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N","         ","1208021499995050-329-9900","GL652 ELMERS FULL SIZE","       0.00","         0.00","00114987","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N","         ","1208021499995050-329-9900","GL655 ELMERS LESS MESS","       0.00","         0.00","00114987","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N","         ","1208021499995050-329-9900","W11666 8 1/2 SPECTRUM ","       0.00","         0.00","00114987","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N","         ","1208021499995050-329-9900","CANVASPK  CANVAS PANEL","       0.00","         0.00","00114987","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N","         ","1208021499995050-329-9900","TENDO COLORATIONS BEST","       0.00","         0.00","00114987","F","        ","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182496      ","N"," V507144 ","1208021499995050-329-9900","BIN588210 CRAYOLA MARK","       0.00","        88.14","00114977","P","11/02/17","APAM1025"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182490      ","N"," V507144 ","1208021499995050-329-9900","CN-36006 SQUARE UP    ","       0.00","       174.65","00114983","P","11/02/17","APAM1025"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182490      ","N"," V507144 ","1208021499995050-329-9900","CN-48145 LINE UP      ","       0.00","       174.65","00114983","P","11/02/17","APAM1025"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182490      ","N"," V507144 ","1208021499995050-329-9900","CN13746070 MOTORBLOZ-R","       0.00","       174.65","00114983","P","11/02/17","APAM1025"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182490      ","N"," V507144 ","1208021499995050-329-9900","CN-44203 PERPLEXUS ORI","       0.00","       181.65","00114983","P","11/02/17","APAM1025"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182490      ","N"," V507144 ","1208021499995050-329-9900","CN13772388 POP'EMZ    ","       0.00","       139.65","00114984","F","11/02/17","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182496      ","N"," V507144 ","1208021499995050-329-9900","BIN587816 CRAYOLA TROP","       0.00","         4.80","00114985","P","11/02/17","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182496      ","N"," V507144 ","1208021499995050-329-9900","BIN588628 SPECIALTY MA","       0.00","         7.18","00114985","P","11/02/17","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182496      ","N"," V507144 ","1208021499995050-329-9900","PAC103022 BLUE CONSTRU","       0.00","        13.56","00114985","P","11/02/17","APAM1027"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N"," V507144 ","1208021499995050-329-9900","FULLSET EASEL BRUSH   ","       0.00","        31.98","00114986","P","11/02/17","APAM1025"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N"," V507144 ","1208021499995050-329-9900","NL328 SMILE EMOJI PLAY","       0.00","         7.99","00114986","P","11/02/17","APAM1025"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N"," V507144 ","1208021499995050-329-9900","GL652 ELMERS FULL SIZE","       0.00","        29.98","00114986","P","11/02/17","APAM1025"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N"," V507144 ","1208021499995050-329-9900","GL655 ELMERS LESS MESS","       0.00","        11.98","00114986","P","11/02/17","APAM1025"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N"," V507144 ","1208021499995050-329-9900","W11666 8 1/2 SPECTRUM ","       0.00","        25.99","00114986","P","11/02/17","APAM1025"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N"," V507144 ","1208021499995050-329-9900","CANVASPK  CANVAS PANEL","       0.00","        23.99","00114986","P","11/02/17","APAM1025"
"transact.yr='18' and transact.period='5'","21235   ","EDUCATE AND CELEBRATE ","182491      ","N"," V507144 ","1208021499995050-329-9900","W7095 SKIP-BO         ","       0.00","         9.99","00114987","F","11/02/17","APAM1027"
"transact.yr='18' and transact.period='5'","23382   ","LISA EIKENBERG        ","0           ","N"," V507169 ","5531421399991045-408-0100","                      ","       0.00","         7.70","OCT2017 "," ","11/09/17","APBL1103"
"transact.yr='18' and transact.period='5'","23512   ","EMC PARADIGM          ","183466      ","N"," 80033   ","1108020401009999-329-2248","9780821966419-1 YEAR L","       0.00","        65.00","10846489","F","11/22/17","APAM1114"
"transact.yr='18' and transact.period='5'","100137  ","RAQUEL K EMOND        ","0           ","N"," 79471   ","1131520215012550-408-0100","                      ","       0.00","        13.70","0912-092"," ","11/02/17","APPG1026"
"transact.yr='18' and transact.period='5'","100559  ","ENA SERVICES LLC      ","183203      ","N"," 79619   ","1108021031006020-408-6000","FORM 471 #171021386, F","       0.00","    218400.00","135819  ","F","11/09/17","APAM1101"
"transact.yr='18' and transact.period='5'","100559  ","ENA SERVICES LLC      ","180119      ","N"," 79829   ","1108021031006000-408-6000","VOIP MONTHLY PHONE CHA","       0.00","     14252.22","139921  ","P","11/16/17","APAM1108"
"transact.yr='18' and transact.period='5'","100559  ","ENA SERVICES LLC      ","183669      ","N"," 80034   ","1108021031006000-408-6000","VVX311 WITH AC ADAPTER","       0.00","       600.00","138521  ","F","11/22/17","APAM1116"
"transact.yr='18' and transact.period='5'","100559  ","ENA SERVICES LLC      ","183669      ","N"," 80034   ","1108021031006000-408-6000","ESTIMATED SHIPPING/HAN","       0.00","        40.00","138521  ","F","11/22/17","APAM1116"
"transact.yr='18' and transact.period='5'","91777   ","TARA ENRIGHT          ","0           ","N"," 79620   ","1108020501009999-408-0100","                      ","       0.00","        52.00","1016-101"," ","11/09/17","APPG1103"
"transact.yr='18' and transact.period='5'","91777   ","TARA ENRIGHT          ","0           ","N"," 79620   ","1108020501009999-408-0100","                      ","       0.00","        25.68","1016-102"," ","11/09/17","APPG1103"
"transact.yr='18' and transact.period='5'","91777   ","TARA ENRIGHT          ","0           ","N"," 79620   ","1108020501009999-408-0100","                      ","       0.00","        41.57","1018-102"," ","11/09/17","APPG1103"
"transact.yr='18' and transact.period='5'","91777   ","TARA ENRIGHT          ","0           ","N"," 79620   ","1108020501009999-408-0100","                      ","       0.00","         8.13","102617  "," ","11/09/17","APPG1103"
"transact.yr='18' and transact.period='5'","91777   ","TARA ENRIGHT          ","0           ","N"," 80035   ","1108020501009999-408-0100","                      ","       0.00","        55.43","1029-111"," ","11/22/17","APPG1115"
"transact.yr='18' and transact.period='5'","91777   ","TARA ENRIGHT          ","0           ","N"," 80035   ","1108020501009999-408-0100","                      ","       0.00","        29.63","1031-110"," ","11/22/17","APPG1115"
"transact.yr='18' and transact.period='5'","91777   ","TARA ENRIGHT          ","0           ","N"," 80035   ","1108020604001310-408-0100","                      ","       0.00","        48.15","1105-111"," ","11/22/17","APPG1115"
"transact.yr='18' and transact.period='5'","91777   ","TARA ENRIGHT          ","0           ","N"," 80193   ","1108020501009999-408-0100","                      ","       0.00","        18.46","1113-111"," ","11/30/17","APPG1123"
"transact.yr='18' and transact.period='5'","101246  ","EQUAL OPPORTUNITY SCHO","183725      ","N"," 80036   ","1108020501009999-209-0400","INVOICE 2626-10-15-17 ","       0.00","       677.86","2626    ","F","11/22/17","APAM1120"
"transact.yr='18' and transact.period='5'","91552   ","DYLAN ERION           ","0           ","N"," 80037   ","1108021031006020-408-0100","                      ","       0.00","        69.44","1002-103"," ","11/22/17","APPG1117"
"transact.yr='18' and transact.period='5'","100948  ","MELODY ESPOSITO       ","0           ","N"," 79472   ","5511621399991045-408-0100","                      ","       0.00","         3.18","SEP2017 "," ","11/02/17","APBL1024"
"transact.yr='18' and transact.period='5'","100948  ","MELODY ESPOSITO       ","0           ","N"," 79472   ","5521621399991045-408-0100","                      ","       0.00","         3.64","SEP2017 "," ","11/02/17","APBL1024"
"transact.yr='18' and transact.period='5'","100948  ","MELODY ESPOSITO       ","0           ","N"," 79472   ","5511121399991045-408-0100","                      ","       0.00","         4.55","SEP2017 "," ","11/02/17","APBL1024"
"transact.yr='18' and transact.period='5'","100948  ","MELODY ESPOSITO       ","0           ","N"," 79472   ","5521721399991045-408-0100","                      ","       0.00","         5.00","SEP2017 "," ","11/02/17","APBL1024"
"transact.yr='18' and transact.period='5'","100948  ","MELODY ESPOSITO       ","0           ","N"," 79472   ","5531821399991045-408-0100","                      ","       0.00","         5.45","SEP2017 "," ","11/02/17","APBL1024"
"transact.yr='18' and transact.period='5'","100948  ","MELODY ESPOSITO       ","0           ","N"," 79472   ","5511321399991045-408-0100","                      ","       0.00","         6.37","SEP2017 "," ","11/02/17","APBL1024"
"transact.yr='18' and transact.period='5'","100948  ","MELODY ESPOSITO       ","0           ","N"," 79472   ","5531421399991045-408-0100","                      ","       0.00","         8.19","SEP2017 "," ","11/02/17","APBL1024"
"transact.yr='18' and transact.period='5'","100948  ","MELODY ESPOSITO       ","0           ","N"," 79472   ","5521321399991045-408-0100","                      ","       0.00","         9.10","SEP2017 "," ","11/02/17","APBL1024"
"transact.yr='18' and transact.period='5'","100948  ","MELODY ESPOSITO       ","0           ","N"," 79621   ","5521321399991045-408-0100","                      ","       0.00","        50.83","OCT2017 "," ","11/09/17","APBL1103"
"transact.yr='18' and transact.period='5'","25855   ","ESTATE OF ALVIN FREELA","182066      ","M"," 79759   ","1108020999991270-209-2000","FY 2018 CONTRACTOR ENC","       0.00","      3592.25","CONT1115","P","11/15/17","APCT1115"
"transact.yr='18' and transact.period='5'","25855   ","ESTATE OF ALVIN FREELA","182066      ","M"," 79759   ","1108020999991270-209-2200","FY 2018 CONTRACTOR ENC","       0.00","     10227.88","CONT1115","P","11/15/17","APCT1115"
"transact.yr='18' and transact.period='5'","25855   ","ESTATE OF ALVIN FREELA","0           ","M"," 80262   ","1108020999991270-499-9000","11/15/17 SAFETY MTG   ","       0.00","        74.31","2018SAFE"," ","11/30/17","APA11302"
"transact.yr='18' and transact.period='5'","25855   ","ESTATE OF ALVIN FREELA","182066      ","M"," 80262   ","1108020999991270-209-2000","FY 2018 CONTRACTOR ENC","       0.00","      3602.93","CONT1130","P","11/30/17","APA11303"
"transact.yr='18' and transact.period='5'","25855   ","ESTATE OF ALVIN FREELA","182066      ","M"," 80262   ","1108020999991270-209-2200","FY 2018 CONTRACTOR ENC","       0.00","     10256.16","CONT1130","P","11/30/17","APA11303"
"transact.yr='18' and transact.period='5'","75542   ","SUSAN ESTEP (USE 75619","0           ","N"," V507211 ","1108020799991240-408-0100","                      ","       0.00","       146.80","1102-112"," ","11/16/17","APPG1110"
"transact.yr='18' and transact.period='5'","23865   ","CHLOE EWALT           ","183551      ","M"," 79830   ","1108020501009999-209-2320","TEACHING IN THE FALL O","       0.00","       150.00","118     ","F","11/16/17","APAM1110"
"transact.yr='18' and transact.period='5'","90812   ","EXPLORELEARNING       ","182860      ","N"," 79473   ","1211420400807000-329-4100","REFLEX TEACHER LICENSE","       0.00","      1750.00","1874010 ","F","11/02/17","APAM1025"
"transact.yr='18' and transact.period='5'","100961  ","BETH FALCO            ","0           ","N"," 80038   ","1108020604001300-408-0100","                      ","       0.00","        22.79","1003-103"," ","11/22/17","APPG1117"
"transact.yr='18' and transact.period='5'","55071   ","JOLENE FARMER         ","0           ","N"," 79474   ","1108020799991240-408-0100","                      ","       0.00","        90.31","0901-092"," ","11/02/17","APPG1024"
"transact.yr='18' and transact.period='5'","55071   ","JOLENE FARMER         ","0           ","N"," 79622   ","1108020799991240-408-0100","                      ","       0.00","       125.08","1002-103"," ","11/09/17","APAM1103"
"transact.yr='18' and transact.period='5'","22429   ","MICHELLE A FEAN       ","0           ","N"," V507297 ","1108020604001300-408-0100","                      ","       0.00","       217.00","1002-102"," ","11/30/17","APPG1123"
"transact.yr='18' and transact.period='5'","24360   ","FEDERAL EXPRESS       ","0           ","N"," 80039   ","1108020121001005-329-0200","1398-2675-2           ","       0.00","        39.01","59854641"," ","11/22/17","APAM1115"
"transact.yr='18' and transact.period='5'","24360   ","FEDERAL EXPRESS       ","0           ","N"," 80039   ","1108021536001290-329-9900","1398-2675-2           ","       0.00","        43.32","59854641"," ","11/22/17","APAM1115"
"transact.yr='18' and transact.period='5'","24360   ","FEDERAL EXPRESS       ","0           ","N"," 80039   ","1108021031006020-209-3007","1398-2675-2           ","       0.00","        45.66","59854641"," ","11/22/17","APAM1115"
"transact.yr='18' and transact.period='5'","100544  ","FERGUSON MASONRY      ","181990      ","N"," 79475   ","1108021199991280-209-3000","FOR MASONRY REPAIRS AT","       0.00","      1263.00","1635    ","P","11/02/17","APAM1030"
"transact.yr='18' and transact.period='5'","100544  ","FERGUSON MASONRY      ","183338      ","N"," 79623   ","1108021536001290-552-2500","LABOR TO SET SCAFFOLD ","       0.00","       874.00","1634    ","F","11/09/17","APAM1031"
"transact.yr='18' and transact.period='5'","92789   ","JEFFREY BRIAN FERREIRA","0           ","M"," 79476   ","1108020501009999-499-9900","HHS FB                ","       0.00","       120.00","SEC 1020"," ","11/02/17","APAM1027"
"transact.yr='18' and transact.period='5'","92789   ","JEFFREY BRIAN FERREIRA","0           ","M"," 79624   ","1108020501009999-499-9900","NHS FB                ","       0.00","       120.00","SEC10131"," ","11/09/17","APAM1102"
"transact.yr='18' and transact.period='5'","24385   ","FIDELITY POWER SYSTEMS","182675      ","N"," V507145 ","1108021199991280-209-3000","KS 17135 SUPPLY AND IN","       0.00","     12250.00","JC9557  ","P","11/02/17","APAM1027"
"transact.yr='18' and transact.period='5'","24812   ","FIRELINE CORP.        ","182174      ","N"," 79477   ","1108021031006030-329-3000","LABOR AND MATERIAL FOR","       0.00","      2151.36","IN001401","F","11/02/17","APAM1028"
"transact.yr='18' and transact.period='5'","24812   ","FIRELINE CORP.        ","180589      ","N"," 79477   ","1108021031006030-209-4700","BLANKET PURCHASE ORDER","       0.00","       471.00","IN001402","P","11/02/17","APAM1028"
"transact.yr='18' and transact.period='5'","24812   ","FIRELINE CORP.        ","182175      ","N"," 79625   ","1108021031006030-329-3000","MATERIAL AND LABOR FOR","       0.00","      5941.14","IN001403","F","11/09/17","APAM1031"
"transact.yr='18' and transact.period='5'","24812   ","FIRELINE CORP.        ","182301      ","N"," 79625   ","1108021031006030-329-3000","LABOR AND MATERIAL FOR","       0.00","      1611.36","IN001403","F","11/09/17","APAM1031"
"transact.yr='18' and transact.period='5'","24814   ","FIRST BOOK            ","181771      ","N"," 79831   ","1208020401007030-329-2200","MEET THE PLANES STORY ","       0.00","        75.00","657-7744","F","11/16/17","APA11082"
"transact.yr='18' and transact.period='5'","25001   ","FISHER SCIENTIFIC     ","181865      ","N","         ","1111320401009999-329-0900","S25154 AMMONIUM THIOCYA","","","        ","F","        ","MT110917"
"transact.yr='18' and transact.period='5'","25001   ","FISHER SCIENTIFIC     ","181865      ","N","         ","1111320401009999-329-0900","S25189 BARIUM HYDROXIDE","","","        ","F","        ","MT110917"
"transact.yr='18' and transact.period='5'","25001   ","FISHER SCIENTIFIC     ","181865      ","N","         ","1111320401009999-329-0900","S25838 HYDROCHLORIC ACI","","","        ","F","        ","MT110917"
"transact.yr='18' and transact.period='5'","25001   ","FISHER SCIENTIFIC     ","181865      ","N","         ","1111320401009999-329-0900","S31723 POLY DISPENSING","","","        ","F","        ","MT110917"
"transact.yr='18' and transact.period='5'","25001   ","FISHER SCIENTIFIC     ","181865      ","N","         ","1111320401009999-329-0900","S25493A POTASSIUM IODID","","","        ","F","        ","MT110917"
"transact.yr='18' and transact.period='5'","25001   ","FISHER SCIENTIFIC     ","181865      ","N","         ","1111320401009999-329-0900","S63288 PYREX TEST TBE,","","","        ","F","        ","MT110917"
"transact.yr='18' and transact.period='5'","25001   ","FISHER SCIENTIFIC     ","181865      ","N","         ","1111320401009999-329-0900","S40649 SCIENTIFIC CALCU","","","        ","F","        ","MT110917"
"transact.yr='18' and transact.period='5'","25001   ","FISHER SCIENTIFIC     ","181865      ","N","         ","1111320401009999-329-0900","S25533A SODIUM BICARBON","","","        ","F","        ","MT110917"
"transact.yr='18' and transact.period='5'","25001   ","FISHER SCIENTIFIC     ","181865      ","N","         ","1111320401009999-329-0900","S25541A SODIUM CHLORIDE","","","        ","F","        ","MT110917"
"transact.yr='18' and transact.period='5'","25001   ","FISHER SCIENTIFIC     ","181865      ","N","         ","1111320401009999-329-0900","S47884 STERILIZING TRAY","","","        ","F","        ","MT110917"
